iter	Logloss
646	0.2736060448
647	0.2732832208
648	0.2731397021
649	0.2730262117
650	0.2728819297
651	0.2724585145
652	0.2722396494
653	0.271953029
654	0.2716618652
655	0.2714984449
656	0.2712018437
657	0.2710545264
658	0.2708209738
659	0.2706518385
660	0.2704071872
661	0.2702896343
662	0.2702057022
663	0.2700806982
664	0.2699105235
665	0.2696586924
666	0.2694098849
667	0.2692802374
668	0.2691153992
669	0.2690140735
670	0.2688777778
671	0.2686811208
672	0.2684189247
673	0.2681153791
674	0.26793345
675	0.2677365196
676	0.2676702331
677	0.2673412451
678	0.2670661456
679	0.2668934534
680	0.2666385203
681	0.266402341
682	0.2660974558
683	0.2656754721
684	0.2653922225
685	0.2650136888
686	0.264875416
687	0.2646167576
688	0.2643015985
689	0.2640771398
690	0.263834242
691	0.2635113143
692	0.263235596
693	0.2631642342
694	0.2629692306
695	0.2627679819
696	0.2625567522
697	0.262374951
698	0.2622611818
699	0.2620868725
700	0.26185884
701	0.2615416711
702	0.2611955426
703	0.2611048047
704	0.2610098132
705	0.2607258408
706	0.2605465701
707	0.2604017009
708	0.2602248605
709	0.2600845233
710	0.2598972787
711	0.2597679078
712	0.2596889598
713	0.2595928897
714	0.2592514339
715	0.2590257875
716	0.2587995455
717	0.2586358254
718	0.2585306549
719	0.2583368168
720	0.2581972825
721	0.2580717495
722	0.2578497895
723	0.2577186911
724	0.2574916036
725	0.2573489192
726	0.2572898137
727	0.2570341215
728	0.2569353344
729	0.2566329948
730	0.2562033761
731	0.256037018
732	0.25593456
733	0.2556652846
734	0.2553298952
735	0.2551630868
736	0.2550190213
737	0.2548887215
738	0.2547684806
739	0.2547168087
740	0.2546316656
741	0.2544805751
742	0.2542066041
743	0.2540262906
744	0.2539416701
745	0.2538859813
746	0.2537483364
747	0.2535456162
748	0.2533875667
749	0.2532112924
750	0.2531655078
751	0.2529894783
752	0.2528243134
753	0.2525396877
754	0.2523085093
755	0.2521963053
756	0.2521120618
757	0.2519298198
758	0.2515663672
759	0.2513902813
760	0.2511943312
761	0.2510180174
762	0.2507593106
763	0.2505552817
764	0.2504291753
765	0.2502584578
766	0.2501780671
767	0.2499098704
768	0.2496654965
769	0.2493833728
770	0.2492418768
771	0.2489638441
772	0.2488311033
773	0.2486797682
774	0.2484771993
775	0.2484240664
776	0.2482552155
777	0.2480946183
778	0.2479822362
779	0.2478448178
780	0.2476672139
781	0.2475106418
782	0.2472425713
783	0.2470968117
784	0.2469044239
785	0.2467043063
786	0.2464094734
787	0.2463067938
788	0.2461226709
789	0.2459531797
790	0.245794722
791	0.2456219399
792	0.2455172119
793	0.2451870503
794	0.2449732739
795	0.2447831251
796	0.2445828056
797	0.2444788791
798	0.2443163141
799	0.2440803541
800	0.2438393664
801	0.2437083599
802	0.2436652669
803	0.2435796464
804	0.2433339256
805	0.2431573103
806	0.2429252111
807	0.242701954
808	0.2425383872
809	0.2423017037
810	0.2420849183
811	0.2418928634
812	0.2416850104
813	0.2414818409
814	0.2414077424
815	0.2412402414
816	0.2411257557
817	0.240775686
818	0.240667157
819	0.2405083128
820	0.2403162555
821	0.2401113771
822	0.2399387556
823	0.2398308167
824	0.239730971
825	0.2395431469
826	0.239484191
827	0.2392337645
828	0.239008625
829	0.2388590658
830	0.2387579961
831	0.2384906857
832	0.2384305277
833	0.238216613
834	0.2380969506
835	0.2378827326
836	0.2377229723
837	0.2374716517
838	0.2373661852
839	0.2370879339
840	0.2368919192
841	0.2366552429
842	0.2364793765
843	0.2363102037
844	0.2361267383
845	0.2359431375
846	0.2357406385
847	0.2354984424
848	0.2352189258
849	0.2349789394
850	0.2348425066
851	0.2347895886
852	0.2346999883
853	0.2346452726
854	0.2343703533
855	0.2342510951
856	0.2341320242
857	0.2339081475
858	0.2336558393
859	0.2334983236
860	0.233221326
861	0.23317827
862	0.2329235952
863	0.2327249917
864	0.2325432228
865	0.2324125025
866	0.2322208377
867	0.2320793244
868	0.2318558741
869	0.231724998
870	0.231516886
871	0.231403868
872	0.2312344138
873	0.2310663669
874	0.2308446066
875	0.2305609809
876	0.2304263976
877	0.2303031457
878	0.230220882
879	0.2299665581
880	0.2297504222
881	0.2295182841
882	0.2292700013
883	0.2290353162
884	0.2288577157
885	0.2286005068
886	0.2283362689
887	0.2282098424
888	0.2280799176
889	0.2279254427
890	0.2276957971
891	0.2274365554
892	0.2272751254
893	0.2271526211
894	0.2270200894
895	0.2268596845
896	0.2266743246
897	0.226442739
898	0.2262859368
899	0.2261861745
900	0.2260016201
901	0.2258933231
902	0.2257362105
903	0.2255884368
904	0.2255318608
905	0.2253375432
906	0.2250602501
907	0.224910266
908	0.224561624
909	0.2244360545
910	0.2241667962
911	0.2239884235
912	0.2237990468
913	0.2236506554
914	0.2234454209
915	0.2231736061
916	0.2230027363
917	0.2228077121
918	0.2225639415
919	0.2224350905
920	0.2223132645
921	0.2221572431
922	0.2219381939
923	0.2217531161
924	0.2215388279
925	0.2213836734
926	0.2212006991
927	0.2211468611
928	0.2209764196
929	0.2208290981
930	0.2207571024
931	0.2205833577
932	0.2204989814
933	0.2202976477
934	0.2200643282
935	0.219942967
936	0.2197846168
937	0.2196591581
938	0.2194954533
939	0.2194478168
940	0.2193370692
941	0.2192225833
942	0.2191802208
943	0.2189888924
944	0.2189151235
945	0.2188076601
946	0.2185770506
947	0.2183441098
948	0.2180512799
949	0.2178231694
950	0.2176502218
951	0.2174913593
952	0.2173216528
953	0.2170977169
954	0.2169749223
955	0.2168092132
956	0.2166683378
957	0.2165031254
958	0.2163223318
959	0.2161317895
960	0.2160530017
961	0.2160282848
962	0.2158787967
963	0.2157864528
964	0.215598451
965	0.2155184412
966	0.215353937
967	0.2151784985
968	0.2150379905
969	0.2149185554
970	0.2147988893
971	0.2146791615
972	0.2144503234
973	0.2142920156
974	0.2140941947
975	0.2138699807
976	0.213730002
977	0.2134729899
978	0.2131833232
979	0.2129518861
980	0.2128472925
981	0.2126738148
982	0.2125238672
983	0.2123514846
984	0.2121793876
985	0.2120390265
986	0.2119973284
987	0.2118840356
988	0.2117865423
989	0.2115132607
990	0.2114363452
991	0.2113900408
992	0.2112098896
993	0.2111322415
994	0.2109508223
995	0.2108699448
996	0.2107464027
997	0.2105572023
998	0.2104023244
999	0.2102398698
